,listing_id,title,make,model,description,manufactured,original_reg_date,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,lifespan,eco_category,features,accessories,indicative_price,price,market_price
13832,991670,Toyota Corolla Altis 1.6A Elegance,toyota,corolla,"most economical, low maintenance sedan in sg, well maintained stock condition. buy with a peace of mind from thong lee trading since 1969. high trade in and low interest in house loan available. kindly contact our friendly sale staff ah soon for viewing and test drive today!",2016.0,,09-may-2017,mid-sized sedan,parf car,auto,1215.0,90.0,,1598.0,2.0,9260.0,52000.0,742.0,44654.0,98389.0,19990.0,19990.0,,,uncategorized,"responsive1.6l 4 cylinders dohc 16v dual vvt-i engine, cvt automatic with steptronic, abs, srs airbags, auto headlamp, keyless entry/start/stop. view specs of the toyota corolla altis","sports rims, leather seats, touch screen player with reverse camera, retractable side mirrors, multi steering function, solar film.",,69100.0,69771.81
13833,1019396,Honda Vezel Hybrid 1.5A X Honda Sensing,honda,vezel,"honda sensing unit. cheapest in market. mint condition, leather seat still in very good condition. strictly via appointment.",2017.0,,21-dec-2017,suv,"parf car, premium ad car, low mileage car, hybrid cars",auto,1280.0,112.0,petrol-electric,1496.0,2.0,10600.0,53711.0,682.0,37713.0,32000.0,24981.0,5000.0,,,uncategorized,"1.5l dohc 16v earth dreams i-vtec petrol electric hybrid engine, 7 speed auto, honda sensing, srs, abs, trc, cbta, led drl headlamp, keyless. view specs of the honda vezel hybrid","leather seats, pioneer touch screen dvd with carplay, bluetooth/rev. camera, auto retractable side mirrors, solar films.",,76400.0,75290.35
13834,981927,Bentley Bentayga Diesel 4.0A,bentley,bentayga,"meticulously kept and rarely driven. fully maintained by wearnes with extended warranty till 06/23! nothing exudes luxury more than the 'b' marque. tastefully spec'd in candy red exterior, beluga hide interior adorned with red stitching & hand crafted dark fiddleback eucalyptus veneers. nothing short of sensational refinement and performance behind the wheel, you'll need to see it for yourself.",2017.0,,12-jun-2018,suv,"parf car, rare & exotic, premium ad car, low mileage car",auto,2511.0,320.0,diesel,3956.0,2.0,62780.0,38389.0,5266.0,267001.0,28000.0,194544.0,322180.0,,,uncategorized,"4.0l v8 twin turbocharged diesel engine with 8 speed zf transmission producing 429nhp, 900nm torque, top speed 278km/h. 0 to 100km/h in 4.6s, awd.","20"" alloy rims, keyless entry engine start/stop, head-up display, soft close, rear digital lcd ac control, bentley emblems, deep pile mats, city spec",,646800.0,608728.44
13835,992695,Kia Cerato 1.6A LX,kia,cerato,"1 owner only! 5 years warranty c&c unlimited mileage, 10 years engine warranty! pristine condition, lowest mileage in market. agent maintain since day 1! flexible loan packages available. call now!",2019.0,,31-jul-2019,mid-sized sedan,"parf car, low mileage car",auto,1287.0,93.8,,1591.0,1.0,8580.0,26659.0,738.0,30053.0,15000.0,11868.0,11868.0,,,uncategorized,"1.6l 4 cylinder gamma engine with dual-cvvt technology, 125bhp/155nm, 6-speed transmission, dual airbags, abs, auto headlights, knockdown rear seat view specs of the kia cerato","sports rims, leather seats, bluetooth interface, usb charging port, reverse sensor, auto headlights, knock down rear seats, etc.",,81400.0,81715.52
13836,992304,Mercedes-Benz CLA-Class CLA180 AMG Line,mercedes-benz,amg,trade in accepted. sta/workshop checks welcome. flexible loan schemes. competitive interest rates from 1.88%. call/sms/whatsapp our friendly sales assistant today!,2018.0,,07-jun-2018,luxury sedan,parf car,auto,1430.0,90.0,,1595.0,1.0,15710.0,36426.0,740.0,44791.0,82000.0,31972.0,26761.0,,,uncategorized,powerful and responsive 1.6l 4 cylinders inline turbocharged engine. 7g-dct. paddle shift. bi-xenon headlights. drl. cruise control. view specs of the mercedes-benz cla-class,parking assist. paddle shifters. electric memory seats. sports rims. keyless entry/start stop. leather seats. dynamic select. carbon fiber bodykit.,,132000.0,127924.67
13837,1031301,Citroen DS5 Diesel 1.6A BlueHDi EAT6 Panoramic Roof,citroen,ds5,"just serviced by agent! 5 years warranty by c&c and serviced at c&c with records. powerful, reliable and good fuel consumption engine. bank loan interest rate at 1.88%. high loan at low-interest available. trade-in welcome. call us now!",2016.0,,01-nov-2017,stationwagon,parf car,auto,1509.0,88.0,diesel,1560.0,2.0,10330.0,41761.0,1144.0,45862.0,64500.0,32159.0,27023.0,,,uncategorized,,"panoramic sunroof, multi-function steering wheel, led headlight, reverse sensor and camera, keyless entry and start, leather seats, light weight rims.",,84500.0,85588.45
13838,1020895,Nissan Juke 1.6A,nissan,juke,"01 owner, fully agent serviced, new 06 months roadtax, 100% loan approval.",2015.0,,10-aug-2016,suv,parf car,auto,1218.0,86.0,,1598.0,1.0,10050.0,52503.0,742.0,38583.0,50888.0,17925.0,17925.0,,,uncategorized,"1.6l hr16 4 cylinder 16 valves engine, xtronic cvt transmission, 5 airbags, abs, edb, hid with drl, knockdown rear seats. view specs of the nissan juke","17"" sport rim, touch screen player, original drl, reverse camera/sensor, front camera.",,64700.0,62231.305
13839,1017492,Ferrari 458 Italia,ferrari,458,consignment unit. call us for a viewing appointment today.,2012.0,,08-mar-2012,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,1515.0,416.0,,4497.0,1.0,865610.0,73890.0,4728.0,163847.0,11000.0,319840.0,319840.0,,,uncategorized,powered by a mid rear mounted dry sump 90 v8 with a high 12.5:1 compression ratio and a maximum output of 570hp. torque available of 540nm at 6000rpm. view specs of the ferrari 458 italia,"carbon fibre driver zone, full electric seats, parking camera, coloured safety belts, tpms and etc",,682000.0,552937.6
13840,1023301,Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,mercedes-benz,amg,"consignment unit, please call for an appointment. well maintained view to believe. high and flexible loan available. trade in welcome. call now for more information!",2018.0,,27-dec-2018,luxury sedan,"parf car, premium ad car",auto,1430.0,90.0,,1595.0,2.0,13760.0,25501.0,740.0,45388.0,42000.0,31108.0,35552.0,,,uncategorized,"1.6l 4 cylinder inline turbocharged engine, 120bhp, 7g-dct , paddle shifters, keyless start/stop, bi-xenon headlamps, drl, cruise control. view specs of the mercedes-benz cla-class coupe","factory fitted audio system with bluetooth, reverse camera/sensors.",,130700.0,128078.266
13841,1028107,Audi A4 1.8A TFSI MU (COE till 10/2030),audi,a4,servicing just done recently at reputable workshop! 100% smoke free! pretty color unit! very well maintained interior and exterior taken care by owner! trade-in and flexible loan welcome. meet your needs and wants? be fast call now to arrange viewing! appointment only!,2010.0,,27-oct-2010,luxury sedan,coe car,auto,1450.0,118.0,,1798.0,4.0,7820.0,38216.0,1074.0,34928.0,130000.0,36062.0,36062.0,,,uncategorized,"1.8l turbocharged engine, 6 speed multitronic transmission, srs airbags, multi function steering wheel, auto headlights, rear aircon, parking sensors. view specs of the audi a4","rs4 bumper, 19'' bbs wheels, leather seats, led daytime running lights, retractable side mirrors, audi mmi, electronic seats, rear aircons.",,78600.0,75656.11
13842,1025616,Mercedes-Benz GLC-Class GLC250 4MATIC,mercedes-benz,glc250,"come with warranty, c&c unit, good condition, accident free, bank loan and in house loan available, trade in welcome.",2017.0,,25-oct-2017,suv,"parf car, premium ad car",auto,1735.0,155.0,,1991.0,1.0,18960.0,55414.0,1202.0,73459.0,68000.0,43229.0,52521.0,,,uncategorized,"powerful 2.0l 4 cylinders inline turbocharged engine, 9g-tronic auto transmission, paddle shifters, cruise control. view specs of the mercedes-benz glc-class","keyless entry, start/stop, contactless boot release, reverse camera, led headlamps, collision prevention assist, premium plus.",,157100.0,152685.72
13843,1015816,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,"1 owner unit, luxury premium mercedes benz cla class 180 r18 model, buy with confidence 1 year warranty provided, well kept by owner, low fuel consumption, good for daily usage, no repairs needed, bank & in house loan available, low interest rate, high trade in available, full loan available, feel free to contact us to know more about the vehicle and loan package",2015.0,,24-may-2016,luxury sedan,parf car,auto,1430.0,90.0,,1595.0,1.0,14700.0,47300.0,740.0,40718.0,,27932.0,26105.0,,,uncategorized,"1.6l inline 4 turbocharged engine, 7g-dct auto transmission, bi-xenon headlamps. view specs of the mercedes-benz cla-class  view specs of the mercedes-benz cla-class","factory fitted sports rims, dual electric memory seats, original audio system with reverse cam/bluetooth, multi-function steering, auto led headlamps.",,91100.0,90965.12
13844,926950,Lexus NX Turbo NX200t Executive,lexus,nx,full agent borneo motors maintenance/serviced. well taken care. always shelther parked. spacious and luxurious. accident free unit. loan and trade-in available. call/whatsapp us for more information.,2016.0,,08-nov-2016,suv,"parf car, premium ad car",auto,1755.0,175.0,,1998.0,1.0,16830.0,56340.0,1210.0,67387.0,86500.0,41971.0,50760.0,,,uncategorized,"2.0l 4 cylinder inline 16 valve dohc twin-scroll turbocharged engine, 234bhp, 6 speed auto, 8 x airbags, multi-function steering with paddle shifters. view specs of the lexus nx 300","lexus infotainment 7"" display screen/navigation, bluetooth, reverse sensors/ camera, all round sensors, auto tailgate, keyless entry/start.",,124300.0,124318.83
13845,1011808,Honda Vezel 1.5A X,,vezel,"elegant black suv, one owner only, low maintenance cost, very well maintained, easy financing, flexible in-house loan packages available.",2015.0,,03-jun-2016,suv,parf car,auto,1190.0,96.0,,1496.0,1.0,10240.0,47020.0,682.0,29337.0,,19852.0,9852.0,,,uncategorized,"airbags, abs, reliable 1.5l inline 4 cylinder dohc i-vtec engine, cvt auto transmission, cruise control, keyless start / stop. view specs of the honda vezel","leather seats, sports rims, audio system, reverse camera.",,59200.0,57533.125
13846,1029662,Volvo XC60 T5 Momentum,volvo,xc60,"city safety w pedestrian/cyclist detection, road sign information system, gps, reverse camera, lane keeping aid, adaptive cruise control with pilot assist, oncoming lane mitigation and intersaction auto brake, keyless tailgate, rear ac vents, led headlights & drl. well maintained by wearnes. good value management unit. viewing by appointment only.",2021.0,,18-aug-2021,suv,"parf car, almost new car, premium ad car",auto,1757.0,187.0,,1969.0,1.0,17830.0,59599.0,1176.0,77565.0,1500.0,36983.0,43777.0,,,uncategorized,"250bhp, 350nm, 4 cylinder inline 16 valve turbocharged, 0 to 100km/h at 6.9 sec. 8 speed transmission. whips, sips, city safety, fwd, anti-roll bars. view specs of the volvo xc60","18"" rims, tyre pressure monitoring, keyless entry/start, 10 speakers performance audio, apple carplay, android auto, 9"" touch screen, genuine leather.",,218900.0,209604.23
13847,1017122,Volkswagen Golf Sport 1.4A TSI,,golf,"always parked under shelter, maintained and serviced regularly, washed weekly. very good condition for 9 years old car, leather in great condition, can drive another 10 years, no problem. no agents please.",2011.0,,24-nov-2011,hatchback,"parf car, direct owner sale",auto,1286.0,118.0,,1390.0,3.0,,55997.0,620.0,15062.0,109000.0,27362.0,27362.0,,,uncategorized,"powerful and fuel efficient 4 cylinders inline 16 valves tsi engine, 7 speed dsg auto transmission, airbags, abs, cruise and climate control. view specs of the volkswagen golf gti","keyless push start, factory fitted leather seats, sports rims, reverse sensor, retractable side mirrors with indicators, knock down rear seats.",,24200.0,24274.426
13848,1014863,Mercedes-Benz A-Class A180d AMG Line,mercedes-benz,a180,"rare turbo diesel a180 with full amg kit. low mileage & well-maintained by previous owner. astounding fuel economy of 1,300km/tank. bank/in-house loan, insurance and trade-in all available. price inclusive of gst. be in touch with our sales team today.",2017.0,,08-dec-2017,hatchback,"parf car, sgcarmart warranty cars",auto,1425.0,80.0,diesel,1461.0,2.0,13100.0,42902.0,1048.0,41157.0,58000.0,29935.0,18909.0,,,uncategorized,"1.5l turbo diesel. 7g-dct with paddle shift, 4 drive modes, cruise control, brake & attention assist, tire pressure monitor, esp and 7 srs airbags. view specs of the mercedes-benz a-class diesel","dual zone a/c with rear vents, push start, bluetooth, steering controls, leather/alcantara sports seats and electronic park brake with auto-hold.",,101000.0,98009.414
13849,899928,BMW 5 Series 520i SE,bmw,520i,100,,18-sep-2019,,luxury sedan,"imported used vehicle, coe car, low mileage car",auto,,,,1998.0,,,10.0,1210.0,,25.0,45000.0,,,,uncategorized,,,,205700.0,204024.28
13850,1021630,Toyota Dyna 150 3.0M (COE till 07/2028),toyota,dyna,"low depreciation, new paintwork, new upholstery call us right now to book an appointment!",2008.0,,23-jul-2008,truck,coe car,manual,1800.0,,diesel,2982.0,4.0,6920.0,32200.0,,22258.0,,24243.0,1213.0,,,uncategorized,view specs of the toyota dyna 150 diesel,,,52600.0,51480.0
13851,1004092,Toyota Dyna 150 3.0M,,dyna,full canopy! euro 5 engine! decent mileage! no major accident! low-cost maintenance. price negotiable and 100% loan available! door step viewing provided and welcome all trade-in! call now to fix an appointment or check availability before dropping by!,2016.0,,22-nov-2016,truck,premium ad car,manual,1980.0,,diesel,2982.0,2.0,10640.0,48702.0,,25539.0,,24946.0,1248.0,,21-nov-2036,uncategorized,view specs of the toyota dyna 150 diesel,,,61400.0,59130.78
13852,1028351,Kia Cerato Forte 1.6A SX (COE till 09/2024),,cerato,new arrival! cheapest in town! lowest real mileage acknowledge by previous owner who takes good care of car. high spec! sx-model! factory fitted full bodykit! nice bronze brown metallic exterior! very mint condition! interior & exterior looks like new! powerful and responsive 124bhp engine! perfect gearbox! bank / in-house full loan available! cash buyer are welcome! hurry! call for viewing today,2009.0,,22-sep-2009,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,1251.0,92.7,,1591.0,3.0,7490.0,14743.0,886.0,8967.0,92000.0,14308.0,14308.0,,,uncategorized,responsive and powerful 1.6l 4 cylinders inline 16 valves dohc engine. abs/srs airbags. multi-function steering/climate aircon control. view specs of the kia cerato forte,"nice & clean grey leather seats! factory fitted full bodykit! rear spoiler! 17"" sports rims! factory fitted audio system! fog lamps! reverse sensors!",,25100.0,25304.354
13853,1020652,Skoda Karoq 1.5A TSI Ambition,skoda,karoq,"meticulously maintained by fervent owner only at authorised agent with valid warranty till 2024. immaculate condition! various loan schemes available, call/whatsapp us now to arrange a viewing!",2018.0,,17-jan-2019,suv,"parf car, low mileage car",auto,1393.0,110.0,,1498.0,1.0,11750.0,32200.0,684.0,41634.0,15800.0,22672.0,23741.0,,,uncategorized,"responsive and fuel savvy, 1.5l 4 cylinder 16 valves turbocharged tsi engine coupled with 7-speed dsg, producing 147bhp. view specs of the skoda karoq","16"" rims, 8"" infotainment system, rear aircon, multi function steering wheel.",,108700.0,112090.34
13854,968116,Toyota Hiace 2.8A DX,toyota,hiace,last pi auto unit! ready stock! toyota hiace dx 2.8  5dr. diesel engine! silver colour! glass panel. need loan assistance? 100% bank or inhouse is available. max 7 year tenure at attractive interest rate. call today to get a test drive and physical touch on the actual unit. variable commercial vehicle available to suite your business model.,2020.0,,05-feb-2021,van,"almost new car, low mileage car",auto,1800.0,,diesel,2754.0,1.0,8850.0,30334.0,,28672.0,11.0,33351.0,1668.0,,04-feb-2041,uncategorized,"ready stock! toyota hiace dx 2.8 glass panel 5dr, diesel, silver. last unit! double transfer. view specs of the toyota hiace","sensor head light, glass panel, led meter display, front recording camera. reverse sensor or upgrade to lcd player wit reverse camera",,92100.0,92259.61
13855,1010878,BMW X5 xDrive25d,bmw,x5,beautiful white 7-seater agent unit. fully maintained by pml! 5 years warranty provided by agent. powerful and reliable. interest rate from 1.88% hurry up! arrange for viewing now and test drive it! by appointment only.,2017.0,,28-jun-2017,suv,"parf car, premium ad car",auto,2040.0,170.0,diesel,1995.0,2.0,21950.0,52000.0,1806.0,97246.0,105000.0,65101.0,89182.0,,,uncategorized,"2.0l, 4 cylinders inline twin power turbocharged diesel engine, 227 bhp, 8 speed auto, 0 to 100 km/h in 8.2s.","leather seats, sports rims, factory fitted audio system, bluetooth, auto tailgate, comfort access, navigation system, surround view camera.",,190100.0,192025.48
13856,1023294,Toyota Avanza 1.5A,toyota,avanza,"the family friendly avanza has arrived at v1ncar pre-owned! with comfort and reliability in mind, toyota has set out to design this car to be the perfect outdoor vehicle for you to ferry your family / occupants around in. superb condition inside and out. buy with a peace of mind with v1ncar pre-owned. contact us for a viewing today.",2013.0,,22-jul-2014,mpv,"parf car, premium ad car",auto,1105.0,74.0,,1495.0,1.0,9860.0,61990.0,682.0,27779.0,151700.0,16265.0,16265.0,,,uncategorized,"16 valves vvti engine, steering controls, usb port, climate control. view specs of the toyota avanza","factory fitted leather upholstery, factory fitted audio with usb/mp3 function, multi function steering controls!",,40500.0,39177.0
13857,1022418,Volkswagen Golf GTI 5DR Sunroof (COE till 08/2030),,golf,"immaculate conditions, highest trade-in available. 100% loan approval drive away. absolutely no repairs needed. sta/vicom reports, any workshop inspection all are welcome. all bank/finance/in house loan are available, lowest interest rates, price negotiable, viewing by appointment only, everyday from 3pm onwards.",2010.0,,03-nov-2010,sports car,"coe car, premium ad car",auto,1339.0,155.0,,1984.0,6.0,9460.0,32914.0,1313.0,29695.0,,33242.0,33242.0,,,uncategorized,"inline 4 cylinder turbocharged engine, mated with dsg 6 speed transmission, auto headlight, paddle shift, sunroof, electric seats, drl. view specs of the volkswagen golf gti","enkei rim, alcon bbk, koni suspension, mst intake, akrapovic exhaust , full cf interior, forge dv, upgraded sound system.",,93900.0,94261.66
13858,1001474,Toyota Wish 1.8A (COE till 11/2022),toyota,wish,1000,2007.0,,11-dec-2007,mpv,coe car,auto,1300.0,97.0,,1794.0,3.0,8530.0,25084.0,1361.0,6350.0,,15576.0,17134.0,,,uncategorized,view specs of the toyota wish,leather seats and sports rims.,,11900.0,11464.171
13859,1026282,Toyota Corolla Altis 1.6A (COE till 12/2022),,corolla,reliable and practical corolla. well maintain interior and exterior. good for short term drive. contact us for a non obligation viewing/test drive now.,2007.0,,27-dec-2007,mid-sized sedan,"coe car, premium ad car",auto,1115.0,81.0,,1598.0,1.0,9020.0,21349.0,1039.0,5627.0,,14757.0,16233.0,,,uncategorized,"1.6l fuel efficient 16 valve dohc dual vvt-i engine, smooth auto transmission with ect, dual srs airbags, abs, digital climate control, 4x disc brake. view specs of the toyota corolla altis","leather seats, window film, sports rim, reverse sensor, retractable side mirrors, multi-function steering wheel.",,13100.0,12096.972
13860,931469,Porsche 911 Turbo S Coupe 3.8A PDK,porsche,911,arguably the ultimate everyday supercar. sporty red exterior with black interior. 2 tone-colour interior dash . absurd grip and ludicrous speed in all driving conditions. well maintained with low mileage. trade in welcome! easy and flexible finance available. contact our professional sales team for more information. price is inclusive of gst.,2013.0,,28-jul-2017,sports car,"parf car, rare & exotic, low mileage car",auto,1680.0,412.0,,3800.0,3.0,76710.0,50101.0,3638.0,351514.0,14900.0,254012.0,429222.0,,,uncategorized,twin-turbocharged flat 6 producing 552bhp and a whopping 710nm of torque. 0 to 100km/h in 2.9 seconds with a top speed of 313km/h. 7-speed pdk. awd. view specs of the porsche 911,"20"" sports rims, multi function steering wheel, abs and driveline traction control, driver and passenger lumbar support, sunroof.",,735900.0,702558.3
13861,1027094,Toyota Corolla Altis 1.6A (COE till 03/2024),,corolla,lucky win preowned cars! genuine mileage clocked. full agent maintained with records from bm. accident free. car like brand new. original paintwork. in house loan with immediate approval. no guarantor needed. call for a test drive today. quality cars at affordable pricing!,2009.0,,24-mar-2009,mid-sized sedan,coe car,auto,1195.0,80.0,,1598.0,1.0,7740.0,12763.0,965.0,6532.0,,16990.0,16990.0,,,uncategorized,view specs of the toyota corolla altis,powerful vvt-i engine. full agent maintained. leather seats. sports rims.,,21800.0,22110.76
13862,1029187,Toyota Alphard 2.5A S Moonroof,toyota,alphard,"nice combination of white exterior blend in with black leather upholstery, maintained/serviced by mbm workshop, low mileage at 69814km only, we provide professional after sales services, we can offer sta evaluation for a peace of mind, assurance to you when transfer of ownership will be done upon driveaway, ready for view in our showroom now.",2015.0,,08-oct-2015,mpv,parf car,auto,1980.0,134.0,,2493.0,2.0,17300.0,60001.0,1792.0,50175.0,69814.0,32003.0,36805.0,,,uncategorized,"2.5l dohc 16v dual vvt-i engine, 7-speed cvt-i auto, abs, srs airbags, dual power sliding doors, keyless entry start, twin moonroof, 7 seaters.","wide screen android player with reverse camera and gps system, roof mount tv, fog lamps, solar films, multi-functional steering, 18"" sports rims.",,97700.0,96732.49
13863,1009244,Honda Civic HB 1.5M VTEC,,civic,"1 owner, stock condition, rare manual units, accident free, flexible loan, trade in welcome, viewing by appointment only.",2019.0,,30-sep-2019,hatchback,parf car,manual,1320.0,134.0,,1496.0,1.0,12230.0,36001.0,682.0,55782.0,,31063.0,35489.0,,,uncategorized,"1.5l 6 speed manual , 4 cylinder inline 16 valve dohc vtec turbocharged. view specs of the honda civic hatchback","17"" sport rims, multi function steering wheel, auto headlights, cruise control, rain sensing wipers, led headlights, reverse camera.",,128500.0,126774.336
13864,1024189,Mercedes-Benz C-Class C180 Avantgarde,mercedes-benz,c180,"well maintained cycle & carriage unit! pristine condition inside out! clad in flawless diamond silver original paintwork with luxurious white leather upholstery. the mercedes benz c-class c180 embody an emotional appeal, sporty character, delight to drive and offer unrivalled performance in their segment. flexible loan and high trade in available. viewing by appointment. do not miss this beauty!",2015.0,,01-dec-2015,luxury sedan,"parf car, premium ad car",auto,1425.0,115.0,,1595.0,2.0,16520.0,60001.0,740.0,51231.0,96500.0,35428.0,36600.0,,,uncategorized,"the mercedes benz c-class c180 is immaculate inside out, to its finest details. in its best shape when it matters, more perfectly toned than ever. view specs of the mercedes-benz c-class saloon","keyless entry/start, reverse sensor/cam, bt, paddle shifters, electric tailgate, ambient lighting, electric seats, rear passenger ac, auto headlights",,97700.0,96766.516
13865,1017091,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,brand new paintwork and new upholstery! call now for an no obligations discussion! door step viewing possible!,2015.0,,19-may-2015,truck,-,manual,2500.0,,diesel,2998.0,3.0,11740.0,6126.0,,2286.0,,29688.0,1485.0,,18-may-2035,uncategorized,best selling japanese 14ft lorry! easy to maintain. view specs of the mitsubishi fuso canter diesel,full canopy!,,48200.0,51069.67
13866,995035,Renault Grand Scenic Diesel 1.5A dCi Sunroof,renault,grand,low-interest rate. consignment unit. viewing based on appointment only. 6 months warranty. balloon scheme and in-house financing options available. buy with a peace of mind. 1 owner. 100% genuine mileage. well maintained. immaculate condition. all trade-in welcome.,2018.0,,18-dec-2018,mpv,"parf car, premium ad car",auto,1540.0,81.0,diesel,1461.0,1.0,9840.0,25556.0,1048.0,31913.0,,25440.0,17616.0,,,uncategorized,"110bhp turbocharged diesel engine, 260nm torque, 7 speed gearbox, 0-100km/h in 13.2s, blind spot alert, smartphone integration, walk away auto lock. view specs of the renault grand scenic diesel","20"" rims, led drl, keyless start/stop, one-touch knockdown rear seats, panoramic moonroof, reverse camera, rear aircon, tyre pressure monitor, isofix.",,88900.0,86779.53
13867,1004587,Nissan Latio 1.5A (COE till 06/2023),nissan,latio,"wear and tear all done up, well maintained by owner. pristine condition. safe and hassle-free car to buy and drive. high loan can be arranged. trade in are welcome! contact us today!",2007.0,,17-jun-2008,mid-sized sedan,coe car,auto,1110.0,80.0,,1498.0,4.0,8570.0,19107.0,958.0,6910.0,,14372.0,11966.0,,,uncategorized,"1.5l dohc 4 cylinders engine, keyless engine start, abs, airbags, auto transmission, climate control aircon, remote boot release view specs of the nissan latio sedan","full leather seats, sports rims, audio fitted, retractable mirrors",,17000.0,17123.67
13868,1025685,Jaguar F-Type 3.0A S Coupe,jaguar,f-type,1.88% loan interest. beautifully maintained by ceramic works. accident-free. owner consignment vehicle. vehicle number plate will be retained. vehicle not inside the showroom. make an appointment for viewing. trade-in available.,2015.0,,07-dec-2016,sports car,"parf car, low mileage car",auto,1647.0,280.0,,2995.0,2.0,32050.0,54901.0,2380.0,134739.0,36000.0,94704.0,142468.0,,,uncategorized,"2,995 cc engine, v6 supercharged with 280kw  and a powerful torque of 460 nm. acceleration in 4.9s . 8-speed  quickshift, rwd.",authentic carbon fibre spoiler. last serviced from wearnes.,,264000.0,271548.22
13869,999097,Renault Grand Scenic Diesel 1.5A dCi Sunroof,renault,grand,"superbly well maintained by sole owner, never been used for phv, fully serviced and maintained by wearnes, 5 years warranty, 100% loan and high trade in available, call for a no obligation test drive and viewing today!",2018.0,,20-jun-2018,mpv,"parf car, premium ad car",auto,1540.0,81.0,diesel,1461.0,1.0,10840.0,36426.0,1048.0,38062.0,65000.0,25440.0,17616.0,,,uncategorized,"1.5l diesel turbocharged engine, 7 speed edc auto, abs, srs, led drl, traction/cruise control, auto folding seats, panoramic roof, keyless entry start view specs of the renault grand scenic diesel","panoramic roof, front and rear drl, dual-touch screen display, navigation, reverse camera, blind spot monitor, apple carplay, hill start assist.",,91100.0,94283.8
13870,1009668,Mercedes-Benz GLA-Class GLA180,mercedes-benz,gla180,"fully maintained by cycle and carriage since day 1 to assure you a peace of mind! road tax fully paid till jan 2022! the gla is refined in all the right places! it is practical, advanced and comfortable to travel with! perfect for families seeking a compact, premium suv! flexible loan options and trade in available. do not miss this rare steed! call us today! viewing by appt only",2015.0,,01-feb-2016,suv,"parf car, premium ad car",auto,1435.0,90.0,,1595.0,2.0,15130.0,45002.0,740.0,37951.0,83000.0,27630.0,25682.0,,,uncategorized,"the mercedes gla offers strong compact suv credentials, with extra interior space, improved practicality and high levels of comfort and refinement! view specs of the mercedes-benz gla-class 2014","electric/memory seats, electric tailgate, bluetooth, paddle shifters, reverse sensor/cam, sports rims, dash cam, auto headlights, rain sensing wipers.",,88000.0,87140.18
13871,1005384,Volkswagen Golf 1.4A TSI R-Line Sunroof,volkswagen,golf,"high specs golf r-line with 147bhp/250nm, pristine condition. just did the servicing and brake pad changed for front and rear. racechip installed. bank/in-house loan, competitive insurance and trade-in all available. price inclusive of gst. speak to our sales team today.",2016.0,,18-jan-2017,hatchback,parf car,auto,1288.0,110.0,,1395.0,1.0,12090.0,55501.0,624.0,42769.0,73000.0,25046.0,17065.0,,,uncategorized,"golf r bodykit with genuine oettinger front and rear spoiler, side skirt. view specs of the volkswagen golf","new 3-months old 19"" forged rims. h&r sports spring, armaspeed carbon fiber cold air intake and 6pot bbk. remus lta approved exhaust.",,81200.0,83495.67
13872,1005887,Mercedes-Benz S-Class S320L,mercedes-benz,s320l,3000,2016.0,,28-apr-2017,luxury sedan,"parf car, premium ad car, sta evaluated car",auto,1940.0,200.0,,2996.0,1.0,28680.0,53300.0,2382.0,131134.0,71000.0,90290.0,134522.0,,,uncategorized,"powerful v6 bi-turbo engine producing 268 bhp, 400 nm torque. 0-100km/h in 7.1s, 9g-tronic auto transmission. view specs of the mercedes-benz s-class","airmatic air suspension, burmester sound system, reverse camera, adjustable rear seats, memory seats, parktronic, bluetooth, auto tailgate.",,253000.0,254008.4
13873,1030080,BMW M Series M5 (COE till 09/2030),bmw,m5,extremely well maintained interior. also comes with akrapovic with cert. bc forged 2 piece rims.,2012.0,,25-may-2012,sports car,"coe car, premium ad car",auto,1945.0,412.0,,4395.0,4.0,19660.0,34935.0,4568.0,31623.0,112000.0,101950.0,101950.0,,,uncategorized,"4.4 v8 turbocharged engine producing 552hp. 7 speed m - double clutch drivelogic, smooth gear change perfect for sports family usage. view specs of the bmw m series m5 sedan",most wear and tear replaced. vehicle is accident free. new spray paint not wrapped. new turbo,,195800.0,185951.86
13874,985435,Nissan NV200 1.5M,nissan,nv200,"no repairs or paintwork required. healthy engine, tip top condition. free 1 year insurance. ready and steady to set off! 100% full loan no worry. fast approval fast handover! depreciation is cheaper than new vehicle. contact our sales staff today for viewing",2015.0,,27-aug-2015,van,premium ad car,manual,1280.0,,diesel,1461.0,1.0,8690.0,50001.0,,20028.0,,20266.0,1014.0,,26-aug-2035,uncategorized,view specs of the nissan nv200,,,38300.0,37238.52
